filter_company,date,filter_employee_title,filter_city,filter_country,employee_status,review_title,weight,metric_rating_overall,metric_rating_balance,metric_rating_culture,metric_rating_career,metric_rating_comp,metric_rating_mgmt,review_title_knowledge,review_title_power,review_title_respect,review_title_trust,review_title_social_support,review_title_romance,review_title_similarity,review_title_identity,metric_review_title_fun,review_title_conflict,pros_knowledge,pros_power,pros_respect,pros_trust,pros_social_support,pros_romance,pros_similarity,pros_identity,pros_fun,pros_conflict,cons_knowledge,cons_power,cons_respect,cons_trust,cons_social_support,cons_romance,cons_similarity,cons_identity,cons_fun,cons_conflict
huawei,2014-10,Project Manager,Ankara,Turkey,Former Employee,Turktelekom Account Delivery and Service Director,4,2,,,,,,0.6286473274,0.5763386488,0.5024507046,0.5216253996,0.398919642,0.2656124234,0.418507129,0.4725436866,0.3311492205,0.1852511019,0.9956794381,0.9802238941,0.09616498649,8.62E-07,0.00762172183,0.0001019648334,0.003682754468,0.4940461516,0.01108765695,0.001401984831,0.8825670481,0.830921948,0.3840667605,0.8457453251,0.2242958248,0.004624456167,0.1332215965,0.4372808039,0.327550143,0.04412867129
huawei,2014-9,Project Coordinator,Cairo,Egypt,Current Employee,"Good,Flexiable,and Collaboration",2,4,3,3,4,3,3,0.5489894152,0.2409012914,0.6424632668,0.5635804534,0.5792541504,0.006615066435,0.3343724012,0.4766515493,0.2873080075,0.19425717,0.984788537,0.02302138694,0.4741050601,5.82E-07,0.2368580103,0.0002197475405,0.03033405915,0.3472355306,0.1181956455,0.0016547509,0.9807620645,0.9447066784,0.08915194124,8.54E-07,0.8844539523,0.09424979985,0.008637234569,0.3494201601,0.2608053386,0.02029231004
huawei,2014-9,Software Engineer,Bangalore,India,Current Employee,Interview Experience,1,4,4,,,,,0.5057998896,0.539267838,0.5015780926,0.4849398732,0.470954895,0.5391814709,0.4982151687,0.4728261828,0.5214577913,0.405934602,0.5821211338,0.5114129186,0.4924787879,0.4893403947,0.4087802768,0.03001899831,0.5038858056,0.434782356,0.3442881405,0.1988621056,0.7500115633,0.223986268,0.3821013868,0.0001628663304,0.4237968624,0.006551332772,0.4403158724,0.4512778819,0.2811344862,0.2509857714
huawei,2014-9,,,,Current Employee,nice company for young engineers,3,4,1,4,5,3,1,0.4759426415,0.4858845472,0.6601413488,0.6385556459,0.5635136366,0.4251901209,0.4959359467,0.4146931171,0.6863117218,0.1260851473,0.431407094,0.06815637648,0.7295512557,0.8122093081,0.8163129091,0.3491603136,0.4560247362,0.4391773045,0.3629911542,0.0216725897,0.569876194,0.6522498727,0.4604464173,0.3018015027,0.4861311913,0.005124122836,0.4034317434,0.4843842387,0.4863962829,0.3072189391
huawei,2014-9,Sales,Zürich,Switzerland,Current Employee,"Great Company, high dedication to customers",4,4,4,5,4,4,4,0.5944773555,0.5044676661,0.7555378675,0.6015381813,0.4832755327,0.01717213728,0.4429051578,0.4284759462,0.2144350857,0.05378388986,0.9350140691,0.5088996291,0.5730899572,0.943975091,0.5491946936,0.0001687122567,0.006477446761,0.4507735372,0.04830130562,0.001138295047,0.9308227301,0.8546010256,0.07843896747,0.8249103427,0.8102231622,0.0003464880574,0.1939366162,0.4805467129,0.1345408857,0.01644846797
huawei,2014-9,,,,Former Employee,Embedded Software Engineer,4,4,4,4,4,4,4,0.6200789809,0.6109839678,0.4211918712,0.4738665819,0.4196511507,0.07087554038,0.4442979395,0.4995602667,0.5885984898,0.4239161015,0.8936049938,0.4276748598,0.2360957563,0.849368155,0.4681458473,0.004621555563,0.2571837008,0.3871249855,0.4020451605,0.0483520627,0.6795759201,0.7395849228,0.3301399946,0.5196752548,0.5580495596,0.1066906378,0.3471375406,0.5114109516,0.5005499125,0.130592823
huawei,2014-9,Project Manager,"Caracas, Capital District",Venezuela,Current Employee,Project Manager,4,4,1,3,4,3,3,0.5340772271,0.5475534797,0.4695549607,0.4897360206,0.4855770767,0.3967551291,0.4684532285,0.4920068085,0.4852776229,0.3933741748,0.8471810222,0.3228161037,0.1319759488,6.41E-07,0.6086169481,0.00011695391,0.3689052165,0.3637206256,0.06869571656,0.05502139032,0.632540822,0.4160359204,0.311845541,0.4954710901,0.4654494822,0.07789903134,0.4094732106,0.5062618852,0.07308278233,0.3407539725
huawei,2014-9,Executive Director,,,Current Employee,Fast Growing Company,5,4,2,3,4,4,2,0.5425598025,0.5901483893,0.4714617133,0.4810932279,0.4257383943,0.5260331035,0.5250139236,0.4801584482,0.5516887307,0.389978528,0.99516958,0.02480494045,0.07600003481,5.90E-07,0.681080997,0.0004511009611,0.004089108668,0.3078956604,0.04238080233,0.0008864199626,0.993191421,0.8964450359,0.06243938208,0.04207290709,0.02346261963,0.001346788718,0.00549883116,0.5361166596,0.04383608326,0.2184914351
huawei,2014-10,Account Manager,Ankara,Turkey,Former Employee,not satisfied,4,1,1,1,1,2,1,0.4662641585,0.5297608376,0.5243564844,0.4812156558,0.5185834765,0.3816226721,0.4883399606,0.5101078749,0.4950612485,0.5420927405,0.4659094214,0.443285346,0.4409955144,0.4242598414,0.5223304629,0.251720041,0.4545204639,0.41394943,0.6909086704,0.4846138656,0.9464407563,0.8252751231,0.2054219693,8.42E-07,0.3819198012,0.03488229215,0.05423096567,0.4624562263,0.3086114228,0.3066869974
huawei,2014-9,Product Manager,Buenos Aires,Argentinia,Current Employee,Pretty unique chinese company culture!,4,4,3,4,3,5,2,0.651920259,0.2800521255,0.5813465118,0.6115322113,0.2264654487,0.006506565958,0.5071037412,0.5492088795,0.2184074223,0.1468825936,0.9391531348,0.1966404617,0.3405095339,0.7637432814,0.2513716817,0.0001029915729,0.2141832262,0.5422098041,0.03812041879,0.03135139123,0.8873627186,0.03728306666,0.2278703898,1.36E-06,0.03908647597,4.49E-05,0.03559076041,0.5846291184,0.04564164951,0.6872006059
huawei,2014-9,Engineer,Singapore,Singapore,Current Employee,"Good for fresh student, hard life to stay long.",4,3,1,1,4,3,2,0.5647175312,0.08055933565,0.6214205623,0.8592196703,0.8822461367,0.0004941119696,0.2213865668,0.3686169386,0.06891202927,0.0186439883,0.8990271091,0.02679292113,0.2362689972,0.7677558661,0.9337623119,0.0001408993412,0.006233320106,0.351526618,0.1229381785,0.002809079131,0.9811406136,0.4731523693,0.08093196154,1.30E-06,0.73223418,0.0001475849422,0.004225060344,0.5596522093,0.06441859901,0.01753858663
huawei,2014-9,Wireless Engineer,"Matola, Maputo Province",,Current Employee,"Huge company, lots of opportunities to grow and a very complex Hierarchy",3,3,3,3,5,2,2,0.6761231422,0.3817352653,0.5162298679,0.7423967123,0.4942810535,0.01914580725,0.3502544463,0.4676038921,0.1510477066,0.05889933929,0.995588541,0.03518711403,0.04658627138,5.69E-07,0.002048259601,0.001394070336,0.003674046369,0.278113693,0.03059427254,0.02391731553,0.9956561327,0.02424052171,0.04180864245,5.82E-07,0.0007913524751,0.002133135451,0.003680886701,0.3280426264,0.365762502,0.08482181281
huawei,2014-9,,"Caracas, Capital District",Venezuela,Former Employee,One strong and very dynamic experience,3,4,3,4,3,2,3,0.4971383512,0.459990114,0.6076817513,0.6801636815,0.5793439746,0.2381353378,0.5613698363,0.5293806195,0.5133144855,0.1159143224,0.9759405255,0.905228138,0.1941945702,8.41E-07,0.2823179364,0.01728977077,0.01262856368,0.4047480524,0.3221355975,0.03099429794,0.7585607171,0.7313877344,0.2619635761,3.27E-06,0.2772972584,0.01141443755,0.09066834301,0.4007277191,0.3414522707,0.1238530129
huawei,2014-10,Solution Architect,"Santa Clara, CA",United States,Former Employee,Strange company to work for in the US,4,1,3,1,2,2,1,0.6623870134,0.5776828527,0.4367513359,0.515312314,0.4024899304,0.06052031741,0.4694465995,0.4006448686,0.332649827,0.1007653847,0.8473066092,0.02329711989,0.07043873519,6.09E-07,0.4047930837,0.0002291577257,0.02477080375,0.3959100246,0.05363262072,0.2086730003,0.8841570616,0.8995737433,0.04374122247,5.76E-07,0.09803133458,0.002481820993,0.3896043897,0.4750182629,0.03050987236,0.1773283333
huawei,2014-9,RF Engineer,"Au Sable River Park, MI",United States,Current Employee,RF Engineer,4,5,1,3,5,2,3,0.5438832045,0.5665995479,0.4904471338,0.4801006615,0.4845661819,0.3321100771,0.4638322294,0.463108778,0.6302562356,0.4406697154,0.7939159274,0.4059714973,0.2921935618,0.7695131302,0.6312755346,0.0005207626964,0.07983091474,0.4314168096,0.05256671831,0.03612294421,0.6267206073,0.1363588274,0.2926533818,0.9438489079,0.8985159993,0.0002246210352,0.6783425808,0.4518327117,0.3672370613,0.003024777863
huawei,2014-9,Software Engineer,Bangalore,India,Former Employee,Though for Short time but had a tough time working,2,3,2,4,4,4,3,0.5364794731,0.2577714026,0.4893038869,0.5306820869,0.5526223779,0.20024845,0.4288364053,0.3701951504,0.5072439909,0.1050564647,0.9426202178,0.818528533,0.3529327512,0.960518539,0.3048397303,0.01588439569,0.284650743,0.3274568915,0.6211799383,0.03464535996,0.687633574,0.4830401242,0.2218634039,0.2573583722,0.5659325123,0.2318204641,0.3599712253,0.4060573876,0.453689307,0.2622703016
huawei,2014-9,,,,Former Employee,"decent job, i suppose",5,3,2,3,3,3,1,0.3464986682,0.3997045159,0.530256927,0.5322995782,0.5937164426,0.4165946543,0.4702017605,0.4199848771,0.5618575811,0.3875849545,0.5959345102,0.207989186,0.2089871168,0.09889014065,0.6503586769,0.005994701292,0.2753937542,0.2775933146,0.362336576,0.2179421037,0.5578052998,0.4010076225,0.472045958,0.2980936468,0.515763402,0.005531231407,0.3864171505,0.4167511165,0.3801320791,0.4242387116
huawei,2014-9,Sales Enterprise,Madrid,Spain,Former Employee,Working for Huawei Technologies,5,3,2,2,2,4,2,0.6077818274,0.6021847129,0.5159275532,0.5352295041,0.483540982,0.1350736022,0.4805354178,0.4671598375,0.3325069547,0.3504283726,0.7638831735,0.5761540532,0.2832586467,0.8381648064,0.4183143377,0.02039552107,0.5322846174,0.4282209277,0.3232818842,0.1090585142,0.6508541703,0.6222134233,0.3528089821,0.4323204756,0.3940747678,0.008890973404,0.4167766869,0.4401394427,0.3044093251,0.3301079869
huawei,2014-9,Project Manager,Almaty,Kazakhstan,Current Employee,Delivery service support and sales,5,4,4,3,4,4,3,0.5998513699,0.5809267759,0.5470137596,0.5108942389,0.5446751714,0.5262713432,0.4546259046,0.4355142117,0.1682874709,0.168289125,0.9292085767,0.7827330232,0.1832431704,0.9129423499,0.2214463949,4.80E-05,0.6785817146,0.5402913094,0.04816040769,0.01057268772,0.9499070048,0.674328506,0.2573413551,0.9409167767,0.3463720679,5.12E-05,0.3019441068,0.5517697334,0.01403077878,0.008911606856
huawei,2014-9,Software Engineer,Bangalore,India,Former Employee,Worked more than 3 years for huawei..and its a good experience overall.,5,3,4,3,3,4,3,0.9114865661,0.7297199965,0.3763671517,0.8872739077,0.3427550495,0.0001130453602,0.151518032,0.4250780642,0.0405240953,0.04083080217,0.9044846892,0.1974711716,0.1558743715,0.8609566689,0.5147957206,4.52E-05,0.2180748433,0.3979763687,0.1518017799,0.01067752577,0.6535217762,0.7489272952,0.3776896894,0.5776295066,0.5343196392,0.07527041435,0.4400850534,0.492739737,0.3025749624,0.2880665362
huawei,2014-8,,,,Current Employee,good,3,4,,,,,,0.4793623984,0.4964027107,0.5243846774,0.5109208226,0.5287168026,0.4754071236,0.5066760182,0.4863263369,0.5988841653,0.4588930905,0.5101721883,0.4680559337,0.3936576843,0.4042616189,0.5951464772,0.1250398457,0.3883957863,0.3780227005,0.5498978496,0.2703110874,0.3780796528,0.3271256685,0.5269058347,0.5475391746,0.5459796786,0.2137343436,0.5267007351,0.4712285995,0.5257789493,0.4884672463
huawei,2014-9,Software,Kuala Lumpur,Malaysia,Current Employee,messy process and typical communist working culture,2,1,1,1,1,1,1,0.6375444531,0.3692805171,0.3788349628,0.5124397874,0.3624852598,0.04096173495,0.4057628214,0.5648739338,0.1788402796,0.6005349755,0.5527735353,0.3973790109,0.2832828462,8.41E-07,0.4868119955,0.000283601199,0.1326835454,0.4481630623,0.147019431,0.2278392166,0.5668125153,0.2009508908,0.4177399874,0.7215918899,0.9135633111,6.90E-05,0.07208652794,0.3456918001,0.03819497302,0.07270365953
huawei,2014-9,Senior Vice President,"Shenzhen, Guangdong",China,Current Employee,"Fast moving company with global ambitions, but poor management once you leave China",2,2,1,2,4,2,2,0.7687526941,0.7885795236,0.2856889963,0.07258093357,0.2149998993,0.03315998986,0.4454471469,0.4003452361,0.3052996397,0.5173585415,0.9956383109,0.7487236857,0.08054363728,5.71E-07,0.001033904729,0.0004432556452,0.9972206354,0.3367483914,0.03021872975,0.0009626302635,0.9958308339,0.9798113704,0.09062296152,8.49E-07,0.001065492397,0.00161405059,0.003559925128,0.3229706883,0.01419392042,0.00552805094
huawei,2014-9,Project Manager,Bangalore,India,Former Employee,Horrible working atmosphere and environment. Think at least five times before joining this company in India.,3,1,1,1,1,1,1,0.8919216394,0.1881194115,0.1313223839,0.5832409859,0.2044390738,0.000196335357,0.5111709237,0.4669643939,0.08327184618,0.04903269559,0.9004014134,0.819224,0.2386643738,0.8660638928,0.3452802896,2.80E-05,0.1751216799,0.4093039632,0.04995090887,0.08691670001,0.9952523708,0.009497979656,0.08193963766,8.10E-07,0.005948655307,6.60E-05,0.9970095158,0.2533962131,0.04904299602,0.00110247673
huawei,2014-9,Services,"Gurgaon, Haryana",India,Former Employee,Service Manager,4,1,2,1,1,3,1,0.532774806,0.5451039076,0.497623831,0.4892256856,0.4927551746,0.4457468092,0.4772242606,0.491104275,0.5589030385,0.3874849081,0.7185491323,0.8605647683,0.05742260814,5.78E-07,0.8815947175,0.0002783380914,0.01479609404,0.2484559417,0.1670225263,0.03587467596,0.7493929863,0.1454229802,0.2065585256,0.1194864735,0.1180384308,0.01276172884,0.03362231329,0.4809911549,0.3209841847,0.5646059513
huawei,2014-8,Test Engineer,Bangalore,India,Former Employee,Good company to work,5,4,3,3,3,4,3,0.5280334949,0.4999102652,0.5296153426,0.5532236695,0.5270887017,0.1169897914,0.4633008242,0.4443662763,0.4471085072,0.2185235322,0.3902732432,0.4941106737,0.7005569339,0.8738380671,0.7145126462,0.1029091477,0.5132984519,0.4919359088,0.4456907809,0.04966824502,0.6496671438,0.663839519,0.4082838297,0.6324160695,0.6043719053,0.09305175394,0.350876689,0.4531956613,0.1036180407,0.2040932477
huawei,2014-8,Senior Software Engineer,"Dallas, TX",United States,Former Employee,A great Chinese owned international company,5,4,2,3,5,4,4,0.5733183026,0.5024877787,0.5048526525,0.305971235,0.4406704605,0.04581371695,0.5323638916,0.5216170549,0.345348686,0.1483112574,0.995308578,0.2935147285,0.03829439357,5.72E-07,0.9568852186,0.0217381306,0.00414879201,0.2920522988,0.07990387827,0.0007291092188,0.9656649828,0.008177913725,0.05955675617,0.8067734838,0.3664641082,4.30E-05,0.2831445336,0.4383407831,0.04787082225,0.02677281201
huawei,2014-9,Senior Software Engineer,Bangalore,India,Former Employee,HTIPL,4,3,2,2,4,4,3,0.5352395177,0.4709847569,0.5000308752,0.4854360521,0.4630463123,0.4087046683,0.4710223377,0.488166362,0.1883898675,0.5127844214,0.9461182356,0.4330610037,0.1689793169,0.8701571226,0.6722126007,0.02508010529,0.03429244831,0.2698811293,0.4503747821,0.002563783666,0.762594223,0.6424388289,0.2291409224,0.02541346475,0.4161612988,0.02504527196,0.407084614,0.2990190387,0.4030177295,0.2089329064
huawei,2014-9,Web Developer,Bangalore,India,Current Employee,Good Place For Learning,4,2,1,1,3,3,1,0.5080329776,0.4951662123,0.5864715576,0.5706307292,0.5416356325,0.2629126012,0.5074483752,0.4386564493,0.6139721274,0.2506780922,0.5604121685,0.2375307679,0.3615235388,0.8546786904,0.6409038901,0.01093235053,0.4626009166,0.4519764185,0.436914891,0.1010531634,0.9508644342,0.8828886747,0.1746116132,7.34E-07,0.3847136199,0.0001872425928,0.0146455802,0.3133565784,0.05524241179,0.03390751407
huawei,2014-9,Senior Software Engineer,Bangalore,India,Former Employee,"good salary, hactic work",3,3,1,3,3,4,3,0.507861793,0.4237681031,0.5059220791,0.5766867995,0.6004004478,0.126110211,0.4045797288,0.4430006146,0.4320653677,0.32563591,0.5505293012,0.4335390627,0.5253153443,0.6520664692,0.6435195804,0.1430854201,0.4566176534,0.4228200614,0.467630893,0.1946593076,0.9452346563,0.9274500012,0.5626426339,0.7939916849,0.7486639023,0.05187891424,0.01539148577,0.4678150117,0.2341783047,0.107555069
huawei,2014-8,,Bucharest,Romania,Current Employee,It is a good company for a first job but not recommended in the long run.,5,3,4,2,2,3,2,0.8598384261,0.0941246897,0.08048546314,0.921279788,0.498772651,0.0001323417237,0.465246588,0.3829707503,0.102762334,0.04482372478,0.9956573248,0.1115153581,0.2042400986,7.34E-07,0.9412570596,0.0002338756749,0.003746489994,0.3640405536,0.03323782235,0.0006426451146,0.9959731698,0.9754542708,0.1028351709,8.33E-07,0.007423606701,3.31E-05,0.003398118541,0.5829229951,0.02179736085,0.002984898631
huawei,2014-8,Senior Contract,Jakarta,Indonesia,Former Employee,Senior Contract-Claim Manager,5,5,5,4,4,4,4,0.5469099879,0.5020455718,0.4846284986,0.4768523872,0.5003466606,0.327963829,0.4361317158,0.4829766452,0.5943056345,0.437513262,0.8329175711,0.7320118546,0.3444107771,0.9708456993,0.254658103,0.01449825056,0.1155473962,0.5058513284,0.3391258121,0.1832813323,0.9043177366,0.3501009941,0.1664796919,8.91E-07,0.05802609026,0.0002886746952,0.01081062853,0.3491243124,0.01789007895,0.1504687518
huawei,2014-8,,,,,Great working experience here,5,5,,,,,,0.499695003,0.5178759098,0.6355496049,0.5368170142,0.5484269857,0.184226498,0.52621907,0.4459699392,0.5892322063,0.1369422823,0.6060836911,0.6221481562,0.5175439715,0.6387275457,0.5309193134,2.37E-05,0.4255041778,0.5113592148,0.1785942614,0.006681451574,0.3926431537,0.3282895982,0.4623864591,0.4759323895,0.5709378123,0.09482252598,0.3866668344,0.400433749,0.3950342834,0.3026551604
huawei,2014-8,Project Manager,Lagos,Nigeria,Former Employee,Working with Huawei Technologies opened me up to a world of endless technologies and created a strong work attitude,3,4,,,,,,0.8917328715,0.4910011888,0.2195668966,0.8088490963,0.1481769085,0.006286729127,0.5904010534,0.3632366657,0.2860228419,0.2287897766,0.9887669683,0.113644518,0.09985503554,8.41E-07,0.6352410913,0.006651249714,0.9944286346,0.1894876361,0.3112519383,0.006365476642,0.3849814236,0.2282837033,0.1986113191,0.6609272957,0.219830066,0.1303858459,0.0718267858,0.4545927048,0.3977592885,0.7214739919
huawei,2014-8,RAN Engineer,"Tabriz, West Azarbaijan",,Former Employee,Great opportunity to learn.,5,3,2,4,3,3,2,0.5623890162,0.3578379154,0.5800128579,0.46438995,0.5435366631,0.006329389755,0.4364347756,0.4367572665,0.1619402319,0.05754414201,0.846404016,0.4830307662,0.162962541,0.7557964325,0.6457913518,0.0007883970393,0.0832323581,0.3888207972,0.06535021961,0.03601885214,0.5603533983,0.6341100931,0.2381792367,6.53E-06,0.4322113991,1.64E-05,0.1546726823,0.3425552547,0.2782483995,0.6614060998
huawei,2014-8,,Bangalore,India,Current Employee,Good company for freshers,2,3,2,2,4,4,2,0.5174926519,0.5244805217,0.5952391624,0.5668504834,0.504349649,0.1487367749,0.4722355306,0.422303915,0.6159306765,0.2007272691,0.9388305545,0.04747886956,0.2397224605,0.8547794223,0.5447265506,0.0002584875328,0.02200988308,0.3508374691,0.1808335334,0.002456519287,0.8568993807,0.01769555546,0.1045986861,0.7651481032,0.4738330245,0.0004578910593,0.02708154358,0.4594479501,0.1519757807,0.03997666761
huawei,2014-8,Senior Staff Engineer,"Santa Clarita, CA",United States,Former Employee,Senior Staff Engineer,3,2,2,2,2,2,2,0.5245411992,0.5583127737,0.5401240587,0.4775504768,0.5325229168,0.4085195661,0.4600579441,0.4513889551,0.761464417,0.3295924067,0.7572605014,0.52091223,0.3391788006,0.00095550064,0.4104781151,0.005890881643,0.24338606,0.4016490877,0.2303916514,0.2885644138,0.7207077742,0.6818675399,0.3825074732,0.6491699815,0.2999126315,0.0211308077,0.4073387086,0.5275062919,0.3371388912,0.4963236451
huawei,2014-8,Sales Management,"Plano, TX",United States,Current Employee,A Chinese company,3,2,3,1,1,2,1,0.568079114,0.5380736589,0.4368936121,0.3502569795,0.4301251471,0.3498061597,0.4721317887,0.5120100379,0.2883999944,0.3930829167,0.9830331206,0.03848541901,0.2286854088,9.18E-07,0.7263399363,0.01930880919,0.9146922827,0.4365172088,0.4284769297,0.005037597381,0.9950778484,0.02658664808,0.09609579295,8.08E-07,0.0009674453177,0.02880080789,0.9969938993,0.3940758109,0.04001436755,0.02798400261
huawei,2014-8,,,,Anonymous,Pay package,2,3,5,,,,,0.5342080593,0.5679391026,0.4641503692,0.4480789006,0.4740127325,0.2956182659,0.4738261104,0.4580671787,0.4646440744,0.4326847494,0.9684375525,0.9554799199,0.04367505759,5.71E-07,0.2993418574,3.97E-05,0.00584259117,0.2542432547,0.06683788449,0.05857756361,0.5118143559,0.4121389985,0.3695144057,0.5739308,0.4201470912,0.1378029287,0.5160342455,0.5711561441,0.3998303115,0.5062815547
huawei,2014-8,Project Manager,Lahore,Pakistan,Current Employee,Highly Professional.,3,4,4,3,4,3,3,0.6381527781,0.5025115609,0.4491221309,0.482613802,0.4288136959,0.03108925,0.4186419845,0.5334787965,0.2176335305,0.2754979432,0.9276704192,0.6019099355,0.233475253,0.03097680584,0.2257668823,2.69E-05,0.4825270772,0.5713800192,0.04660981894,0.2238506973,0.9681150913,0.8127509356,0.1273679137,1.14E-06,0.1681938171,0.0002830121084,0.02303433977,0.4881967604,0.04388799518,0.0101035554
huawei,2014-7,,,,,3years experience as a wireless engineer.,3,4,4,4,4,4,4,0.7958832383,0.4556528032,0.3475643098,0.306804508,0.4199733436,0.00752520375,0.4297779799,0.4836478531,0.08851579577,0.1546414495,0.7234501839,0.04479759932,0.560891211,0.9118000865,0.9357991219,0.001435754355,0.1184707657,0.2672511041,0.04549611732,0.00177093246,0.8775470853,0.9522721171,0.07311143726,0.2010197639,0.6149786711,0.002998401411,0.004857652821,0.2257642895,0.1773039699,0.2110439986
huawei,2014-8,,,,,Always over time.,4,3,,,,,,0.5092881918,0.5365881324,0.3823988438,0.5026546717,0.4977804422,0.5023767948,0.4321531653,0.4959175587,0.2368307561,0.3365493417,0.8906035423,0.9357927442,0.1916975826,0.5838512182,0.3389872313,0.0003567869135,0.2728477716,0.3863685727,0.1441592574,0.2933624685,0.7900593877,0.0207850039,0.07872347534,0.1410149038,0.401588887,0.0001300769654,0.1140192375,0.3355612755,0.08880036324,0.09472876787
huawei,2014-7,Software Engineer,"Shanghai, Shanghai",China,Former Employee,Good or bad? It's really depends on which department you are in,3,4,3,4,2,4,4,0.5207826495,0.04640157893,0.1554053575,5.67E-06,0.4330710173,0.003798982594,0.5134473443,0.5351349115,0.4538650513,0.5654139519,0.9954553843,0.04289779812,0.04020258412,8.29E-07,0.001018911484,0.001256775926,0.004119983409,0.2616654932,0.06512551755,0.0007323560421,0.9956766963,0.9787205458,0.05487947538,8.10E-07,0.001198456506,0.0009608979453,0.003667850047,0.4051648676,0.06374906749,0.01601304486
huawei,2014-8,Software Engineer,Bangalore,India,Current Employee,Nice Place to work,4,3,3,3,3,3,3,0.4389995933,0.4795111418,0.5608433485,0.5225028396,0.5039477944,0.3937371671,0.4841655493,0.4568084776,0.6815977097,0.2037026733,0.4420702457,0.5081139803,0.2512053251,0.8166919351,0.5592734814,0.3217791319,0.4547749162,0.3908002675,0.6748202443,0.2192449868,0.4207037091,0.456143856,0.4953947365,0.4257172942,0.5438859463,0.0877540037,0.5265627503,0.5334728956,0.6107817888,0.5225452185
huawei,2014-8,,,,,Out sourcing companies,1,1,,,,,,0.5730497241,0.6375621557,0.4394239187,0.4147414863,0.4358287156,0.2493633181,0.5149946213,0.487260133,0.3856264651,0.4783402979,0.9918516278,0.8533262014,0.07628504932,7.55E-07,0.1335522085,0.0001905797108,0.1290807724,0.3010536134,0.1183861122,0.009666677564,0.9346575141,0.01767233945,0.0902967751,0.1380705535,0.7638349533,6.48E-05,0.5709607601,0.401399225,0.0882043317,0.1082613692
huawei,2014-8,SSE,Bangalore,India,Former Employee,Huawei sucks,1,2,1,1,3,3,2,0.5081748366,0.5052922964,0.473275423,0.5070008039,0.4256506562,0.3064647019,0.470780611,0.4661656618,0.4839832187,0.6104544997,0.4499989152,0.2154897898,0.3295351565,0.01057507284,0.4062291384,0.07047913224,0.3694484532,0.3878709078,0.4290020764,0.3850748539,0.7299772501,0.1340460181,0.1649017483,0.2407226413,0.2915293574,3.38E-05,0.3461776674,0.5858689547,0.07432414591,0.7468681335
huawei,2014-8,TSE,Bangalore,India,Former Employee,Good for non deserving..,4,2,2,2,3,3,1,0.4104748368,0.2981438339,0.621984601,0.5871313214,0.6355042458,0.003949404228,0.4175154269,0.4363260865,0.1488377303,0.4029147923,0.7037228346,0.0915446803,0.634468317,0.915961802,0.7991867661,9.51E-05,0.3262761533,0.4472912252,0.05514516309,0.0885483101,0.5868211985,0.08427509665,0.3691365123,0.9298101068,0.6634597778,3.05E-05,0.1040133834,0.4665000737,0.1002461463,0.3950639665
huawei,2014-8,,,,,Good for fresh graduates,5,2,,,,,,0.4799130857,0.4681249559,0.6263498068,0.5628871322,0.6089962721,0.1766718775,0.4532653987,0.4099145234,0.6294006109,0.2090530843,0.4805719256,0.4184520245,0.4817839265,0.4873223007,0.6044653058,0.00132213824,0.3803340495,0.5252934694,0.11087244,0.3160798252,0.9844967127,0.9367436767,0.08055481315,1.29E-06,0.2500868142,0.05881430581,0.00913509354,0.2204945087,0.2735826075,0.07507894188
huawei,2014-7,Project Coordinator,Cairo,Egypt,Current Employee,Good way to experience hardworking,2,3,3,3,3,4,3,0.4427494705,0.3721671999,0.6083622575,0.5777029395,0.6639066935,0.1410825849,0.4657011032,0.4346820116,0.5100063086,0.1980022341,0.6538817286,0.0413274765,0.9122343659,0.6853516102,0.9090604186,0.02131445147,0.7085124254,0.4204270542,0.3695956767,0.003144312417,0.9747763872,0.05633037165,0.08186876774,1.76E-06,0.5598149896,0.005300473887,0.008079421706,0.1744462252,0.2811627686,0.2949899137
huawei,2014-7,Shift Manager At NOC,"Malārd, Tehran",,Former Employee,Shift manager at Network Operation Control section,5,3,1,4,4,5,3,0.6515215039,0.6070961356,0.2849529982,0.2297783941,0.3816194236,0.005052535795,0.4538289011,0.4444096982,0.532097578,0.3705519438,0.9952853322,0.0818323046,0.04671048746,5.72E-07,0.00279735052,0.0004529335129,0.9968864322,0.3420177102,0.04393812642,0.02612678148,0.9294323921,0.3613506258,0.08239998668,0.2924925983,0.240827933,0.0001352734107,0.4794575274,0.3259650171,0.405431807,0.05070785806
huawei,2014-7,Services Delivery Manager,Rio de Janeiro,Brazil,Current Employee,"Good opportunities, low salary, high pressure, lack of process;",3,4,3,2,5,2,2,0.8024373651,0.3386421204,0.3561978638,0.69722718,0.7317501903,3.09E-05,0.1213433295,0.4731685221,0.02456305921,0.2600197792,0.4164207578,0.3440841734,0.6912598014,0.6687579751,0.7232124209,0.04041362554,0.4820275009,0.4657544792,0.5005614758,0.1475791037,0.6823778152,0.5416249633,0.3930349946,0.40547508,0.3977504075,0.05399651453,0.3753012419,0.4437856674,0.1353141218,0.5245452523
huawei,2014-7,Systems Architect,Bangalore,India,Current Employee,system architect,4,4,4,3,4,5,4,0.5566158295,0.547503233,0.4324852824,0.4878581762,0.468672365,0.2933277488,0.4837957919,0.4911643565,0.356382817,0.4701389372,0.6626374125,0.6071692109,0.3929549754,0.3059284389,0.3698454499,0.0888831988,0.4141736925,0.4633914232,0.3942143917,0.3669375777,0.686229825,0.7104490995,0.2420820296,0.2263673246,0.2366631627,0.02184610069,0.5111415386,0.4516334832,0.4105243683,0.6143657565
